artist,year,title,genre,faces,black_1,black_2,black_3,white_1,white_2,white_3,red_1,red_2,red_3,lime_1,lime_2,lime_3,blue_1,blue_2,blue_3,yellow_1,yellow_2,yellow_3,cyan_1,cyan_2,cyan_3,magenta_1,magenta_2,magenta_3,silver_1,silver_2,silver_3,gray_1,gray_2,gray_3,maroon_1,maroon_2,maroon_3,olive_1,olive_2,olive_3,green_1,green_2,green_3,purple_1,purple_2,purple_3,teal_1,teal_2,teal_3,navy_1,navy_2,navy_3
Charly McClain,1978,Let Me Be Your Baby,"Folk, World, & Country",1,0.2348,0.2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1107,0.0396,0,0.0584,0.0287,0.0289,0.0302,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nana Mouskouri,1979,Roses & Sunshine,Pop,1,0.0997,0.0689,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.0665,0.0365,0,0,0,0.0357,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Rogers,1991,Back Home Again,Pop,1,0.1237,0.092,0,0.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0.1589,0.1489,0.1351,0.0022,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kem,2002,Kemistry,Funk / Soul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1853,0.058,0.0168,0.4369,0.1258,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Duncan,1980,In My Dreams,"Folk, World, & Country",1,0.2222,0.1459,0.0179,0.1321,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888,0,0,0.1143,0.0947,0.0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hank Snow,1979,"Instrumentally Yours, Hank Snow","Folk, World, & Country",0,0,0,0,0.0888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0.0138,0.0751,0.2058,0.0409,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Womack,2013,Icon,Funk / Soul,0,0.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0022,0,0.3432,0.0574,0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimes,2015,The Clearing,Classical,0,0.1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274,0,0,0.1711,0.0634,0.0613,0,0,0,0,0,0,0.1706,0.0961,0,0,0,0,0,0,0,0,0,0
Floyd Cramer,2001,RCA Country Legends,"Folk, World, & Country",1,0.149,0.1236,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227,0,0,0.0654,0,0,0.0574,0,0,0.0764,0,0,0,0,0,0,0,0,0.0774,0.0096,0,0.1721,0,0
Brad Cotter,2009,Right on time,Rock,1,0.0934,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.0278,0,0.11,0.0925,0.0874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System of a Down,2010,Toxicity,Rock,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0,0,0.0037,0,0,0.0987,0.0462,0.0276,0.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyoncé,2009,I Am... Yours: An Intimate Performance At Wynn Las Vegas,Pop,0,0.0276,0.7342,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0032,0.0032,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gizmachi,2005,The Imbuing,Rock,0,0.0858,0.1227,0.1653,0.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224,0.015,0.0195,0.0209,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0
Brother Dave Gardner,1968,Hip-Ocrocy,Non-Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,0.0881,0.027,0.0021,0.0059,0.0243,0,0.0135,0,0,0,0,0,0.0118,0.0001,0,0,0,0,0,0,0
BANKS,1997,Reduction:,Jazz,0,0,0,0,0,0,0,0.332,0.1971,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0.006,0.0019,0.0126,0,0,0.0103,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0
Stoney LaRue,2015,Us Time,"Folk, World, & Country",5,0.2831,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0,0,0.2662,0.1308,0.079,0.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ringo Starr,1980,Beaucoups Of Blues,"Folk, World, & Country",0,0.1066,0.0973,0.0557,0.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0.0608,0.0176,0,0,0,0,0.0772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Sparks,2016,Christmas In The Hills,"Folk, World, & Country",0,0.0117,0,0,0.0689,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.0089,0.0185,0.0286,0.0194,0.0132,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lobos,2015,Just Another Band From East L.A.,Latin,0,0.0281,0.0084,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0.3467,0.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0.1087,0.0296,0,0,0,0,0,0,0,0,0,0,0,0
Hank Williams,1961,Wanderin' Around,"Folk, World, & Country",1,0,0,0,0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1005,0.0299,0,0.1989,0.1006,0.162,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amigos,,Havana At Midnight,Latin,1,0.0322,0.0204,0,0,0,0,0.0554,0.0176,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0.1851,0.0132,0,0.1303,0.0387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystic,2016,Rock 'N' Roll Romantic,Rock,0,0.644,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0019,0,0.0077,0.0025,0,0,0,0,0.0036,0.0026,0,0,0,0,0,0,0,0.0025,0,0,0.0095,0,0
Grimes,1977,Where The Wild Things Are And Other Stories,Non-Music,0,0.0922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0.0045,0.0279,0.0036,0.0067,0.0141,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhett Akins,1998,What Livin's All About,"Folk, World, & Country",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0099,0,0.0159,0.0183,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janie Fricke,1981,Sleeping With Your Memory,"Folk, World, & Country",1,0,0,0,0.1064,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456,0,0,0.2046,0.0839,0.0923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YG,2018,Stay Dangerous,Hip Hop,1,0.0857,0.0292,0.0168,0.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0072,0,0.0166,0,0,0.153,0.033,0,0.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desi Arnaz,1999,Conga,Latin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525,0.0357,0,0.1536,0.1335,0.0753,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Lee Garza,1994,Ya Me Canse,Latin,1,0,0,0,0.2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411,0.0404,0.0025,0.0591,0.0509,0.0531,0.0044,0,0,0,0,0,0.013,0,0,0,0,0,0.0235,0,0,0,0,0
Emery,2004,The Weak's End,Rock,0,0.3533,0.0059,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967,0.1435,0.0043,0.0511,0.0244,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0
Randy Meisner,1978,Randy Meisner,Rock,1,0.0723,0.0425,0.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1602,0,0,0.1234,0.08,0.0771,0,0,0,0.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Mason,1996,Old Crest On A New Wave,Funk / Soul,1,0,0,0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088,0,0,0.0264,0.0167,0.0366,0.0263,0,0,0,0,0,0,0,0,0,0,0,0.6876,0,0,0,0,0
Canned Heat,1990,Reheated,Rock,0,0.1332,0.0844,0,0,0,0,0.0523,0.0193,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725,0.1103,0.0798,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Price,1964,Love Life,"Folk, World, & Country",1,0.4673,0.2251,0.0122,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299,0,0,0.018,0.0245,0.0237,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Feet Under,2007,Commandment,Rock,0,0.1704,0.0137,0.0004,0.3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,0.1912,0.2043,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil Rob,1999,Natural High,Hip Hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0.0449,0.0611,0.0329,0.0739,0.0163,0.0784,0.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinah Washington,1962,Dinah '62,Jazz,0,0.4246,0,0,0.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296,0.0372,0,0.0269,0.0125,0.0139,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudness,1987,Hurricane Eyes,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491,0,0,0.0283,0.004,0.0232,0.0092,0,0,0,0,0,0,0,0,0.0188,0,0,0,0,0,0,0,0
Tank,1996,Skullbuggery,Electronic,0,0.4367,0.0861,0.015,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0,0,0.0848,0.069,0.065,0,0,0,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitney Houston,1985,Whitney Houston,Electronic,1,0,0,0,0.0717,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936,0.0507,0.0237,0.0703,0.0382,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Strokes,2015,Room On Fire,Rock,0,0.0512,0.2963,0,0.0033,0,0,0.0292,0,0,0,0,0,0,0,0,0.0282,0.002,0,0,0,0,0,0,0,0,0,0,0.0005,0.0001,0,0.0127,0.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muse,1981,Tonal Alchemy,Electronic,1,0.0309,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1076,0.0366,0.0619,0.0139,0.0203,0,0.0307,0.0251,0,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberace,1977,My Friends Call Me Lee,Pop,1,0.1292,0.0113,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.0499,0,0.195,0.0154,0.0463,0.0529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magenta,2008,Metamorphosis,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0071,0.0054,0.0018,0.0279,0.0357,0.0529,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeah Yeah Yeahs,2009,It's Blitz!,Electronic,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0.065,0.0075,0.0031,0.0493,0.0125,0.0094,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalo Schifrin,2006,Letters From Argentina,Jazz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661,0.0171,0,0.092,0.0682,0.0406,0,0,0,0.0438,0.0436,0.0593,0,0,0,0,0,0,0,0,0,0,0,0
Little Jimmy Dickens,1962,"Big Songs By ""Little"" Jimmy Dickens","Folk, World, & Country",1,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711,0.0345,0,0.1374,0.0874,0.0637,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary J. Blige,2001,No More Drama,Hip Hop,1,0.2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0.1298,0.0718,0.0599,0.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will.I.Am,1994,Ragtime,Jazz,0,0.5176,0.0309,0,0.0954,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0.0072,0.0013,0.008,0.0191,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dramarama,1993,Hi-Fi Sci-Fi & 10 From 5,Rock,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0.0048,0,0.0372,0,0,0.0944,0.0444,0,0,0,0,0,0,0,0.0212,0.0173,0.0133,0.0053,0,0,0,0,0
Finch,1975,Glory Of The Inner Force,Jazz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1348,0.0453,0,0.0862,0.0536,0.0399,0.0449,0.0004,0,0,0,0,0,0,0,0,0,0,0.0297,0,0,0,0,0
Neil Diamond,,Jonathan Livingstone Seagull (Original motion picture soundtrack),Stage & Screen,1,0.012,0,0,0.2216,0.1106,0,0,0,0,0,0,0,0,0,0,0.0213,0.015,0,0,0,0,0,0,0,0.1328,0.0496,0.0127,0.0488,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norah Jones,2007,Not Too Late,Jazz,0,0,0,0,0.0211,0.0299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869,0.0122,0,0.1499,0.0258,0.0009,0,0,0,0,0,0,0,0,0,0.0662,0.0399,0,0,0,0,0.0075,0,0
Grand Magus,2012,Iron Will,Rock,0,0.0416,0.0516,0.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.0516,0,0.04,0.0437,0.0351,0,0,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fIREHOSE,1989,fROMOHIO,Rock,0,0.1819,0.1136,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1721,0,0,0.1028,0.1663,0.0089,0.0201,0,0,0.0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WALK THE MOON,2014,Talking Is Hard,Rock,3,0.0366,0,0,0.1792,0,0,0.001,0,0,0,0,0,0,0,0,0.5561,0.0029,0,0,0,0,0,0,0,0.0002,0,0,0.0043,0,0,0.0011,0.0008,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tramaine Hawkins,1983,Determined,Funk / Soul,1,0.0786,0,0,0.2331,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.0522,0.0476,0.141,0,0,0.0205,0,0,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham Coxon,1998,The Sky Is Too High,Rock,0,0,0,0,0.0416,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1116,0.022,0.0187,0.0307,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitey Morgan,2008,Honky Tonks And Cheap Motels,"Folk, World, & Country",4,0.5841,0.0745,0.0587,0.0387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.0137,0,0.0323,0.0197,0,0,0,0,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kashif,1998,Who Loves You?,Funk / Soul,1,0,0,0,0.4105,0.0549,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801,0.0278,0.021,0.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Puth,2018,Voicenotes,Pop,1,0.0599,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4642,0.1728,0.0003,0.0796,0.1421,0.0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0
Metric,2018,Art Of Doubt,Pop,0,0.7683,0.0864,0.0038,0.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0.0194,0.0022,0.0178,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Isaak,2004,Christmas,Rock,1,0.0996,0,0,0.1045,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0012,0,0.1077,0.0915,0.002,0.0077,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Urban,2009,Defying Gravity,Rock,0,0.0428,0.0395,0,0.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0064,0,0.0058,0.0022,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Prima,,Angelina,Jazz,1,0.0087,0.0022,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0.1036,0.0167,0,0.0166,0.0106,0,0.0605,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Brat,2019,Funkdafied,Hip Hop,1,0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0,0,0.0453,0.0158,0,0,0,0,0,0,0,0,0,0,0.0333,0,0,0.0922,0.0584,0,0.1297,0.0473,0.022
Rick Springfield,1980,Working Class Dog,Rock,1,0.065,0,0,0.1164,0.0621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383,0.0623,0,0.0388,0.0298,0,0,0,0,0.0292,0.0319,0.0202,0,0,0,0,0,0,0,0,0,0,0,0
Dirty,2004,Rookie Of The Year (Pa),Hip Hop,1,0.3414,0.0709,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543,0,0,0.1313,0.0754,0.0792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0.0114,0
Do or Die,1998,Headz Or Tailz,Hip Hop,1,0.0631,0.0208,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.0938,0.0364,0.0293,0,0,0,0.0135,0,0,0.0269,0,0
The Jam,1978,All Mod Cons,Rock,2,0.0774,0.0486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0.2102,0.0786,0.0425,0.0318,0,0,0.0729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love and Rockets,2014,Seventh Dream Of Teenage Heaven,Rock,0,0.0931,0.0275,0,0,0,0,0.009,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0.7752,0,0,0.0178,0.0067,0
Level 42,1985,A Physical Presence Part 1,Electronic,1,0,0,0,0.2058,0,0,0,0,0,0,0,0,0.0013,0,0,0.0165,0,0,0,0,0,0,0,0,0.0163,0,0,0.0103,0,0,0,0,0,0,0,0,0.0068,0,0,0,0,0,0.0153,0.0131,0,0.02,0.0172,0
Blue October,1998,The Answers,Rock,0,0.3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0,0,0,0,0,0,0.027,0.0235,0.0155,0.0057,0.0194,0.0075,0,0,0,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Doubt,2012,Push And Shove,Electronic,0,0.1954,0.0536,0,0.4458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0.0815,0.0667,0.0661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Chapman,1992,Matters Of The Heart,Rock,0,0.0681,0.558,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0.0636,0.0207,0.0635,0.0108,0.0008,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Springfield,1990,Living In Oz,Rock,1,0.4998,0.0691,0.0273,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0.0291,0.0005,0.0004,0.0208,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Miller,1970,1970,"Folk, World, & Country",0,0.0142,0.0102,0.0002,0.7369,0.1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0.0104,0.0252,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrico Pieranunzi,2009,Dream Dance,Jazz,0,0.2676,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2234,0.0803,0.0194,0,0,0
Bill Watrous,1991,A 5 Star Edition,Jazz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0.1926,0.0037,0.0098,0.0179,0.0064,0,0,0,0.0116,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Sidran,2009,Dylan Different,Jazz,1,0.46,0.1295,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384,0.0904,0,0,0,0,0.0481,0,0,0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Days Grace,2012,Transit Of Venus,Rock,0,0.0178,0,0,0.3976,0.0872,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0224,0.018,0.0118,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Derulo,2014,Talk Dirty,Electronic,1,0.1172,0.0333,0.0193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2972,0.096,0.0206,0.0292,0,0,0.0604,0.0253,0,0.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Page,2016,My Favorites,Pop,1,0.4145,0.0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218,0.004,0,0.0754,0.0783,0.0798,0,0,0,0.1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Goldsboro,1966,Blue Autumn,Pop,0,0,0,0,0.0695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0023,0,0.1706,0.0436,0.1506,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet Shop Boys,2003,Disco 3,Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.0056,0.0169,0.0076,0.0602,0,0.0094,0.0155,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
Herb Alpert,2015,Come Fly With Me,Jazz,0,0,0,0,0.1771,0.0263,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0143,0.0302,0,0,0,0,0,0,0.0335,0.062,0,0,0,0
Olivia,1985,Soul Kiss,Electronic,1,0.2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1177,0.056,0,0.1751,0.1278,0.1435,0.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barney Kessel,1977,Soaring,Jazz,0,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1105,0.0149,0.0046,0,0,0,0,0,0,0.0054,0.0138,0,0,0,0,0.0181,0.0005,0,0.0048,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0
"Billy ""Crash"" Craddock",1982,The New Will Never Wear Off Of You,Pop,1,0.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1829,0.0217,0.026,0,0,0,0.0146,0,0,0,0,0,0.064,0.034,0.0002,0,0,0,0.098,0,0
Chris LeDoux,1991,He Rides The Wild Horses,"Folk, World, & Country",1,0.0737,0.0653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0,0,0.1359,0.0525,0.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammer,1979,Hammer,Electronic,1,0.2836,0.0371,0.0356,0.0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0,0,0,0.0417,0.0323,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0
Case,2003,The Weak And The Wounded,Rock,0,0.2631,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0,0,0.0305,0.0273,0.0133,0.0643,0,0,0.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emilíana Torrini,2000,Love In The Time Of Science,Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1613,0.0453,0.0279,0.1339,0.058,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siouxsie and the Banshees,,Kaleidoscope,Electronic,0,0.363,0.0007,0,0.1133,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0.0651,0.0077,0.015,0.0242,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
